flight.number,type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.estimatedTime,Temperature (°F) Max,Temperature (°F) Avg,Temperature (°F) Min,Dew Point (°F) Max,Dew Point (°F) Avg,Dew Point (°F) Min,Humidity (%) Max,Humidity (%) Avg,Humidity (%) Min,Wind Speed (mph) Max,Wind Speed (mph) Avg,Wind Speed (mph) Min,Pressure (in) Max,Pressure (in) Avg,Pressure (in) Min,Precipitation (in),hour,day,month,year
368,departure,active,khi,opkc,2023-09-18 13:00:00,isb,opis,2023-09-18t13:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,13,1,9,2023
865,departure,active,khi,opkc,2023-09-18 15:40:00,pew,opps,2023-09-18t15:40:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,15,1,9,2023
753,departure,active,khi,opkc,2023-09-18 20:55:00,bah,obbi,2023-09-18t20:55:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,20,1,9,2023
709,departure,active,khi,opkc,2023-09-18 13:40:00,ruh,oerk,2023-09-18t13:35:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,13,1,9,2023
6026,departure,active,khi,opkc,2023-09-18 10:30:00,doh,othh,2023-09-18t10:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,10,1,9,2023
2111,departure,active,khi,opkc,2023-09-18 11:30:00,dxb,omdb,2023-09-18t11:33:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,11,1,9,2023
350,departure,active,khi,opkc,2023-09-18 19:00:00,pew,opps,2023-09-18t19:45:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,19,1,9,2023
6024,departure,active,khi,opkc,2023-09-18 04:00:00,doh,othh,2023-09-18t04:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,4,1,9,2023
500,departure,active,khi,opkc,2023-09-18 07:05:00,isb,opis,2023-09-18t07:05:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,7,1,9,2023
410,departure,active,khi,opkc,2023-09-18 03:30:00,bgw,orbi,2023-09-18t03:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,3,1,9,2023
131,departure,active,khi,opkc,2023-09-18 04:25:00,saw,ltfj,2023-09-18t05:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,4,1,9,2023
7907,departure,active,khi,opkc,2023-09-18 04:00:00,doh,othh,2023-09-18t04:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,4,1,9,2023
695,departure,active,khi,opkc,2023-09-18 05:55:00,add,haab,2023-09-18t06:11:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,5,1,9,2023
765,departure,active,lhe,opla,2023-09-18 07:00:00,bah,obbi,2023-09-18t07:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,7,1,9,2023
6367,departure,active,lhe,opla,2023-09-18 09:25:00,doh,othh,2023-09-18t09:25:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,9,1,9,2023
8162,departure,active,lhe,opla,2023-09-18 09:25:00,doh,othh,2023-09-18t09:25:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,9,1,9,2023
474,departure,active,lhe,opla,2023-09-18 21:10:00,ruh,oerk,2023-09-18t23:15:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,21,1,9,2023
154,departure,active,lhe,opla,2023-09-18 07:05:00,cmb,vcbi,2023-09-18t07:05:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,7,1,9,2023
1569,departure,active,lhe,opla,2023-09-18 03:30:00,doh,othh,2023-09-18t03:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,3,1,9,2023
6634,departure,active,lhe,opla,2023-09-18 03:30:00,doh,othh,2023-09-18t03:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,3,1,9,2023
502,departure,active,lhe,opla,2023-09-18 01:25:00,kwi,okkk,2023-09-18t01:25:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,1,1,9,2023
6032,departure,active,lhe,opla,2023-09-18 09:25:00,doh,othh,2023-09-18t09:25:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,9,1,9,2023
6173,departure,active,lhe,opla,2023-09-18 09:25:00,doh,othh,2023-09-18t09:25:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,9,1,9,2023
8284,departure,active,lhe,opla,2023-09-18 03:30:00,doh,othh,2023-09-18t03:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,3,1,9,2023
4359,departure,active,lhe,opla,2023-09-18 12:10:00,dxb,omdb,2023-09-18t12:10:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,12,1,9,2023
741,departure,active,lhe,opla,2023-09-18 00:45:00,jed,oejn,2023-09-18t00:45:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,0,1,9,2023
716,departure,active,lhe,opla,2023-09-18 08:00:00,jed,oejn,2023-09-18t08:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,8,1,9,2023
7571,departure,active,isb,opis,2023-09-18 09:20:00,dxb,omdb,2023-09-18t09:20:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,9,1,9,2023
1566,departure,active,isb,opis,2023-09-18 22:10:00,doh,othh,2023-09-18t22:10:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,22,1,9,2023
261,departure,active,isb,opis,2023-09-18 06:10:00,auh,omaa,2023-09-18t06:10:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,6,1,9,2023
232,departure,active,isb,opis,2023-09-18 04:30:00,auh,omaa,2023-09-18t04:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,4,1,9,2023
807,departure,active,isb,opis,2023-09-18 06:30:00,ruh,oerk,2023-09-18t05:45:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,6,1,9,2023
434,departure,active,isb,opis,2023-09-18 00:30:00,njf,orni,2023-09-18t00:30:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,0,1,9,2023
631,departure,active,isb,opis,2023-09-18 15:40:00,skz,opsk,2023-09-18t16:15:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,15,1,9,2023
451,departure,active,isb,opis,2023-09-18 10:00:00,kdu,opsd,2023-09-18t10:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,10,1,9,2023
4611,departure,active,isb,opis,2023-09-18 10:00:00,mct,ooms,2023-09-18t10:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,10,1,9,2023
207,departure,active,isb,opis,2023-09-18 18:00:00,khi,opkc,2023-09-18t18:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,18,1,9,2023
605,departure,active,isb,opis,2023-09-18 10:50:00,gil,opgt,2023-09-18t10:00:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,10,1,9,2023
673,departure,active,isb,opis,2023-09-18 15:40:00,khi,opkc,2023-09-18t15:40:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,15,1,9,2023
5711,departure,active,isb,opis,2023-09-18 05:05:00,ist,ltfm,2023-09-18t05:15:00.000,84,78.8,77,73,71.9,70,89,78.9,66,23,12.0,5,29.0,28.9,28.9,0,5,1,9,2023
603,departure,active,khi,opkc,2023-09-25 22:40:00,dxb,omdb,2023-09-25t22:40:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,22,1,9,2023
547,departure,active,khi,opkc,2023-09-25 17:40:00,shj,omsj,2023-09-25t17:19:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,17,1,9,2023
350,departure,active,khi,opkc,2023-09-25 19:00:00,pew,opps,2023-09-25t19:40:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,19,1,9,2023
7909,departure,active,khi,opkc,2023-09-25 10:30:00,doh,othh,2023-09-25t10:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,10,1,9,2023
607,departure,active,khi,opkc,2023-09-25 02:45:00,dxb,omdb,2023-09-25t02:46:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,2,1,9,2023
170,departure,active,khi,opkc,2023-09-25 02:00:00,jed,oejn,2023-09-25t02:00:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,2,1,9,2023
500,departure,active,khi,opkc,2023-09-25 07:05:00,isb,opis,2023-09-25t07:05:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,7,1,9,2023
554,departure,active,khi,opkc,2023-09-25 19:05:00,pew,opps,2023-09-25t20:00:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,19,1,9,2023
731,departure,active,khi,opkc,2023-09-25 08:10:00,jed,oejn,2023-09-25t08:10:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,8,1,9,2023
601,departure,active,khi,opkc,2023-09-25 12:15:00,dxb,omdb,2023-09-25t12:23:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,12,1,9,2023
2107,departure,active,khi,opkc,2023-09-25 23:55:00,dxb,omdb,2023-09-25t23:55:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,23,1,9,2023
208,departure,active,khi,opkc,2023-09-25 21:30:00,isb,opis,2023-09-25t21:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,21,1,9,2023
884,departure,active,lhe,opla,2023-09-25 03:15:00,dmm,oedf,2023-09-25t03:20:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,3,1,9,2023
7913,departure,active,lhe,opla,2023-09-25 03:30:00,doh,othh,2023-09-25t03:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,3,1,9,2023
3932,departure,active,lhe,opla,2023-09-25 04:50:00,auh,omaa,2023-09-25t04:50:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,4,1,9,2023
5586,departure,active,lhe,opla,2023-09-25 09:25:00,doh,othh,2023-09-25t09:25:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,9,1,9,2023
307,departure,active,lhe,opla,2023-09-25 22:00:00,khi,opkc,2023-09-25t22:00:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,22,1,9,2023
412,departure,active,lhe,opla,2023-09-25 00:15:00,shj,omsj,2023-09-25t03:15:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,0,1,9,2023
305,departure,active,lhe,opla,2023-09-25 17:00:00,khi,opkc,2023-09-25t17:00:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,17,1,9,2023
629,departure,active,lhe,opla,2023-09-25 09:25:00,doh,othh,2023-09-25t09:25:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,9,1,9,2023
847,departure,active,lhe,opla,2023-09-25 20:35:00,khi,opkc,2023-09-25t20:35:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,20,1,9,2023
3160,departure,active,lhe,opla,2023-09-25 07:00:00,bah,obbi,2023-09-25t07:00:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,7,1,9,2023
3930,departure,active,isb,opis,2023-09-25 04:30:00,auh,omaa,2023-09-25t04:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,4,1,9,2023
316,departure,active,isb,opis,2023-09-25 04:15:00,ruh,oerk,2023-09-25t04:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,4,1,9,2023
503,departure,active,isb,opis,2023-09-25 15:00:00,khi,opkc,2023-09-25t17:00:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,15,1,9,2023
207,departure,active,isb,opis,2023-09-25 18:00:00,khi,opkc,2023-09-25t18:00:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,18,1,9,2023
216,departure,active,isb,opis,2023-09-25 11:45:00,dxb,omdb,2023-09-25t11:55:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,11,1,9,2023
8311,departure,active,isb,opis,2023-09-25 03:35:00,doh,othh,2023-09-25t03:35:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,3,1,9,2023
928,departure,active,isb,opis,2023-09-25 16:30:00,kbl,oakb,2023-09-25t16:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,16,1,9,2023
615,departure,active,isb,opis,2023-09-25 09:45:00,doh,othh,2023-09-25t09:45:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,9,1,9,2023
260,departure,active,isb,opis,2023-09-25 08:30:00,lhr,egll,2023-09-25t09:20:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,8,1,9,2023
234,departure,active,isb,opis,2023-09-25 19:30:00,auh,omaa,2023-09-25t19:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,19,1,9,2023
915,departure,active,isb,opis,2023-09-25 04:20:00,med,oema,2023-09-25t06:15:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,4,1,9,2023
613,departure,active,isb,opis,2023-09-25 22:10:00,doh,othh,2023-09-25t22:10:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,22,1,9,2023
3892,departure,active,isb,opis,2023-09-25 19:30:00,auh,omaa,2023-09-25t19:30:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,19,1,9,2023
6185,departure,active,isb,opis,2023-09-25 03:35:00,doh,othh,2023-09-25t03:35:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,3,1,9,2023
671,departure,active,isb,opis,2023-09-25 09:45:00,khi,opkc,2023-09-25t09:45:00.000,86,79.9,73,73,71.1,66,89,75.5,58,14,5.2,0,29.0,29.0,28.9,0,9,1,9,2023
310,departure,active,khi,opkc,2023-09-23 14:00:00,uet,opqt,2023-09-23t14:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,14,6,9,2023
342,departure,active,khi,opkc,2023-09-23 23:30:00,bkk,vtbs,2023-09-23t23:30:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,23,6,9,2023
6181,departure,active,khi,opkc,2023-09-23 10:30:00,doh,othh,2023-09-23t10:30:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,10,6,9,2023
865,departure,active,khi,opkc,2023-09-23 15:40:00,pew,opps,2023-09-23t15:40:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,15,6,9,2023
520,departure,active,khi,opkc,2023-09-23 06:55:00,lhe,opla,2023-09-23t06:55:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,6,6,9,2023
695,departure,active,khi,opkc,2023-09-23 05:55:00,add,haab,2023-09-23t06:10:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,5,6,9,2023
4603,departure,active,khi,opkc,2023-09-23 12:10:00,mct,ooms,2023-09-23t12:07:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,12,6,9,2023
605,departure,active,khi,opkc,2023-09-23 04:00:00,doh,othh,2023-09-23t04:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,4,6,9,2023
5576,departure,active,khi,opkc,2023-09-23 04:00:00,doh,othh,2023-09-23t04:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,4,6,9,2023
370,departure,cancelled,khi,opkc,2023-09-23 22:00:00,isb,opis,2023-09-23t22:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,22,6,9,2023
3920,departure,active,khi,opkc,2023-09-23 05:35:00,auh,omaa,2023-09-23t05:44:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,5,6,9,2023
846,departure,active,khi,opkc,2023-09-23 18:15:00,lhe,opla,2023-09-23t18:15:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,18,6,9,2023
6159,departure,active,lhe,opla,2023-09-23 16:10:00,gyd,ubbb,2023-09-23t19:40:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,16,6,9,2023
884,departure,active,lhe,opla,2023-09-23 03:15:00,dmm,oedf,2023-09-23t03:15:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,3,6,9,2023
759,departure,active,lhe,opla,2023-09-23 17:15:00,jed,oejn,2023-09-23t17:15:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,17,6,9,2023
203,departure,active,lhe,opla,2023-09-23 07:10:00,dxb,omdb,2023-09-23t08:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,7,6,9,2023
7915,departure,active,lhe,opla,2023-09-23 09:25:00,doh,othh,2023-09-23t09:25:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,9,6,9,2023
344,departure,active,lhe,opla,2023-09-23 15:40:00,mct,ooms,2023-09-23t15:40:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,15,6,9,2023
6613,departure,active,lhe,opla,2023-09-23 21:10:00,doh,othh,2023-09-23t21:10:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,21,6,9,2023
723,departure,active,lhe,opla,2023-09-23 09:40:00,dxb,omdb,2023-09-23t10:05:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,9,6,9,2023
4359,departure,active,lhe,opla,2023-09-23 07:10:00,dxb,omdb,2023-09-23t08:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,7,6,9,2023
6187,departure,active,lhe,opla,2023-09-23 03:30:00,doh,othh,2023-09-23t03:30:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,3,6,9,2023
185,departure,active,lhe,opla,2023-09-23 01:25:00,shj,omsj,2023-09-23t01:25:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,1,6,9,2023
303,departure,cancelled,lhe,opla,2023-09-23 11:00:00,khi,opkc,2023-09-23t14:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,11,6,9,2023
159,departure,active,lhe,opla,2023-09-23 16:10:00,gyd,ubbb,2023-09-23t19:40:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,16,6,9,2023
6730,departure,active,isb,opis,2023-09-23 08:30:00,lhr,egll,2023-09-23t10:54:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,8,6,9,2023
207,departure,active,isb,opis,2023-09-23 18:00:00,khi,opkc,2023-09-23t18:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,18,6,9,2023
718,departure,active,isb,opis,2023-09-23 06:10:00,jed,oejn,2023-09-23t09:20:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,6,6,9,2023
723,departure,active,isb,opis,2023-09-23 10:25:00,jed,oejn,2023-09-23t10:25:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,10,6,9,2023
301,departure,active,isb,opis,2023-09-23 10:00:00,khi,opkc,2023-09-23t10:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,10,6,9,2023
369,departure,active,isb,opis,2023-09-23 16:00:00,khi,opkc,2023-09-23t16:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,16,6,9,2023
711,departure,active,isb,opis,2023-09-23 05:20:00,ist,ltfm,2023-09-23t05:30:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,5,6,9,2023
206,departure,active,isb,opis,2023-09-23 03:35:00,kwi,okkk,2023-09-23t03:35:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,3,6,9,2023
3930,departure,active,isb,opis,2023-09-23 04:30:00,auh,omaa,2023-09-23t04:30:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,4,6,9,2023
201,departure,active,isb,opis,2023-09-23 12:00:00,khi,opkc,2023-09-23t12:00:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,12,6,9,2023
633,departure,active,isb,opis,2023-09-23 03:35:00,doh,othh,2023-09-23t03:35:00.000,84,77.2,72,84,72.1,70,100,81.9,0,35,8.9,0,29.1,28.4,0.0,0,3,6,9,2023
4722,departure,active,khi,opkc,2023-09-30 19:00:00,gyd,ubbb,2023-09-30t19:10:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,19,6,9,2023
6024,departure,active,khi,opkc,2023-09-30 04:00:00,doh,othh,2023-09-30t04:30:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,4,6,9,2023
709,departure,active,khi,opkc,2023-09-30 05:55:00,ist,ltfm,2023-09-30t07:55:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,5,6,9,2023
402,departure,active,khi,opkc,2023-09-30 12:00:00,lhe,opla,2023-09-30t12:00:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,12,6,9,2023
674,departure,active,khi,opkc,2023-09-30 18:50:00,isb,opis,2023-09-30t18:50:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,18,6,9,2023
607,departure,active,khi,opkc,2023-09-30 02:45:00,dxb,omdb,2023-09-30t02:45:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,2,6,9,2023
611,departure,active,khi,opkc,2023-09-30 10:30:00,doh,othh,2023-09-30t10:30:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,10,6,9,2023
524,departure,active,khi,opkc,2023-09-30 23:00:00,lhe,opla,2023-09-30t23:00:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,23,6,9,2023
5715,departure,active,lhe,opla,2023-09-30 06:00:00,ist,ltfm,2023-09-30t08:10:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,6,6,9,2023
707,departure,active,lhe,opla,2023-09-30 05:35:00,ist,ltfm,2023-09-30t05:35:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,5,6,9,2023
715,departure,active,lhe,opla,2023-09-30 06:00:00,ist,ltfm,2023-09-30t08:10:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,6,6,9,2023
1569,departure,active,lhe,opla,2023-09-30 03:30:00,doh,othh,2023-09-30t03:30:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,3,6,9,2023
7913,departure,active,lhe,opla,2023-09-30 03:30:00,doh,othh,2023-09-30t03:30:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,3,6,9,2023
316,departure,active,isb,opis,2023-09-30 04:15:00,ruh,oerk,2023-09-30t04:15:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,4,6,9,2023
291,departure,active,isb,opis,2023-09-30 16:00:00,mct,ooms,2023-09-30t17:30:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,16,6,9,2023
6731,departure,active,isb,opis,2023-09-30 08:30:00,lhr,egll,2023-09-30t09:30:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,8,6,9,2023
212,departure,active,isb,opis,2023-09-30 08:00:00,shj,omsj,2023-09-30t08:10:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,8,6,9,2023
6635,departure,active,isb,opis,2023-09-30 09:45:00,doh,othh,2023-09-30t09:45:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,9,6,9,2023
613,departure,active,isb,opis,2023-09-30 09:20:00,dxb,omdb,2023-09-30t09:20:00.000,93,82.3,73,70,66.0,64,78,59.9,38,12,6.3,0,29.1,29.0,28.9,0,9,6,9,2023
